id_tempat_wisata,kabupaten,nama_tempat_wisata,rating,kategori,jumlah_ulasan,latitude,longitude,google_maps_link,,,,,,,,,,,,
b7620,Bantul,Puncak Pinus Becici,4.5,Wisata Alam,17173,-7.9020355,110.4374627,https://www.google.com/maps/search/Puncak%20Pinus%20Becici,,,,,,,,,,,,
9.62E+02,Gunungkidul,Puncak Segoro,4.4,Wisata Alam,2508,-8.1017457,110.4556016,https://www.google.com/maps/search/Puncak%20Segoro,,,,,,,,,,,,
2.90E+40,Kota Yogyakarta,Puncak Sosok,4.7,Wisata Alam,13602,-7.8716924,110.4261904,https://www.google.com/maps/search/Puncak%20Sosok,,,,,,,,,,,,
0b590,Gunungkidul,Puncak watu wayang,4.8,Wisata Alam,15,-7.8401664,110.5496579,https://www.google.com/maps/search/Puncak%20watu%20wayang,,,,,,,,,,,,
18480,Kulon Progo,Puncak Widosari,4.6,Wisata Buatan,796,-7.6583125,110.1488125,https://www.google.com/maps/search/Puncak%20Widosari,,,,,,,,,,,,
74a40,Sleman,Punthuk Mongkrong,4.4,Wisata Alam,454,-7.6345,110.174606,https://www.google.com/maps/search/Punthuk%20Mongkrong,,,,,,,,,,,,
3d7b0,Sleman,Ramadanu flower garden,4.2,Wisata Alam,1077,-7.6478607,110.2879467,https://www.google.com/maps/search/Ramadanu%20flower%20garden,,,,,,,,,,,,
10410,Sleman,Restoe Boemi Kreo,4.5,Wisata Alam,17222,-7.723671547,110.231514,https://www.google.com/maps/search/Restoe%20Boemi%20Kreo,,,,,,,,,,,,
7cee0,Kota Yogyakarta,Ringin Kuning Modinan (Wisata Alam dan Budaya),4.9,Wisata Alam,19,-7.775647,110.4397766,https://www.google.com/maps/search/Ringin%20Kuning%20Modinan%20%28Wisata%20Alam%20dan%20Budaya%29,,,,,,,,,,,,
f3290,Sleman,Sabo Bronggang Argomulyo Cangkringan Sleman,4.5,Wisata Alam,1169,-7.6639874,110.4646727,https://www.google.com/maps/search/Sabo%20Bronggang%20Argomulyo%20Cangkringan%20Sleman,,,,,,,,,,,,
a8530,Gunungkidul,Sadranan Park,4.5,Wisata Buatan,235,-8.1426099,110.6057754,https://www.google.com/maps/search/Sadranan%20Park,,,,,,,,,,,,
30fe0,Bantul,Sasana Tirta Kembaran,5,Wisata Alam,4,-7.830802,110.3349744,https://www.google.com/maps/search/Sasana%20Tirta%20Kembaran,,,,,,,,,,,,
d2570,Kota Yogyakarta,Sasana wiratama,4.3,Wisata Budaya dan Sejarah,2706,-7.7871244,110.3514031,https://www.google.com/maps/search/Sasana%20wiratama,,,,,,,,,,,,
6b930,Gunungkidul,Sekar Wisata Goa Pindul,4.8,Wisata Alam,25,-7.9284841,110.652037,https://www.google.com/maps/search/Sekar%20Wisata%20Goa%20Pindul,,,,,,,,,,,,
4dc40,Kota Yogyakarta,Sekretariat Sementara Museum Anak Kolong Tangga,4.4,Wisata Budaya dan Sejarah,59,-7.8187216,110.3646999,https://www.google.com/maps/search/Sekretariat%20Sementara%20Museum%20Anak%20Kolong%20Tangga,,,,,,,,,,,,
fa420,Bantul,Selopamioro Adventure Park,4.5,Wisata Alam,1199,-7.945376682,110.4266714,https://www.google.com/maps/search/Selopamioro%20Adventure%20Park,,,,,,,,,,,,
631d0,Kota Yogyakarta,Sendang mbandung randualas,4.7,Wisata Alam,24,-7.736574,110.4894745,https://www.google.com/maps/search/Sendang%20mbandung%20randualas,,,,,,,,,,,,
1.45E+02,Bantul,Sendang Surocolo Goa Sunan Mas,4.5,Wisata Alam,224,-7.9928505,110.326429,https://www.google.com/maps/search/Sendang%20Surocolo%20Goa%20Sunan%20Mas,,,,,,,,,,,,
e4a90,Bantul,Seribu Batu Songgo Langit,4.6,Wisata Alam,6779,-7.931099,110.429738,https://www.google.com/maps/search/Seribu%20Batu%20Songgo%20Langit,,,,,,,,,,,,
38c80,Kota Yogyakarta,Setren Opak,4.4,Wisata Alam,775,-7.8411009,110.4468827,https://www.google.com/maps/search/Setren%20Opak,,,,,,,,,,,,
ac460,Kota Yogyakarta,Sindu Kusuma Edupark (SKE),4.2,Wisata Buatan,17009,-7.7672973,110.3542486,https://www.google.com/maps/search/Sindu%20Kusuma%20Edupark%20%28SKE%29,,,,,,,,,,,,
92030,Bantul,Situs Gedong Pusoko,5,Wisata Budaya dan Sejarah,2,-7.807846,110.4037578,https://www.google.com/maps/search/Situs%20Gedong%20Pusoko,,,,,,,,,,,,
ea330,Kota Yogyakarta,Situs Gua Seluman,4.4,Wisata Alam,200,-7.802813,110.413899,https://www.google.com/maps/search/Situs%20Gua%20Seluman,,,,,,,,,,,,
7af50,Kota Yogyakarta,Situs Mantup,4.3,Wisata Budaya dan Sejarah,61,-7.8156157,110.4176348,https://www.google.com/maps/search/Situs%20Mantup,,,,,,,,,,,,
600d0,Kota Yogyakarta,Situs Warungboto,4.4,Wisata Budaya dan Sejarah,6287,-7.8102685,110.3931513,https://www.google.com/maps/search/Situs%20Warungboto,,,,,,,,,,,,
8.49E+02,Kota Yogyakarta,Situs Watu Gudig,4.3,Wisata Budaya dan Sejarah,98,-7.7750053,110.4807881,https://www.google.com/maps/search/Situs%20Watu%20Gudig,,,,,,,,,,,,
253d0,Kota Yogyakarta,Snack Wonderland,4.1,Wisata Buatan,172,-7.7721185,110.4311704,https://www.google.com/maps/search/Snack%20Wonderland,,,,,,,,,,,,
73dc0,Kota Yogyakarta,Sokkel klok voor Eeuw Nederlandsch-Indische,5,Wisata Budaya dan Sejarah,13,-7.7995673,110.3649177,https://www.google.com/maps/search/Sokkel%20klok%20voor%20Eeuw%20Nederlandsch-Indische,,,,,,,,,,,,
2a440,Bantul,Spot Pintoe Langit Dahromo,4.6,Wisata Alam,1305,-7.9121203,110.4365253,https://www.google.com/maps/search/Spot%20Pintoe%20Langit%20Dahromo,,,,,,,,,,,,
6f370,Bantul,Stasiun Kereta Api Bantul,4.4,Wisata Budaya dan Sejarah,268,-7.887327,110.329554,https://www.google.com/maps/search/Stasiun%20Kereta%20Api%20Bantul,,,,,,,,,,,,
18cd0,Sleman,Stonehange,4.3,Wisata Budaya dan Sejarah,3468,-7.6021664,110.4477547,https://www.google.com/maps/search/Stonehange,,,,,,,,,,,,
41f50,Sleman,Stonehenge Merapi,4.3,Wisata Buatan,3468,-7.6022481,110.4479012,https://www.google.com/maps/search/Stonehenge%20Merapi,,,,,,,,,,,,
6ab60,Sleman,Stonehenge Yogyakarta,4.4,Wisata Alam,3468,-7.6024289,110.4480035,https://www.google.com/maps/search/Stonehenge%20Yogyakarta,,,,,,,,,,,,
c4cc0,Kota Yogyakarta,Sukunan Tourism Village,4.4,Wisata Budaya dan Sejarah,321,-7.7836412,110.3364013,https://www.google.com/maps/search/Sukunan%20Tourism%20Village,,,,,,,,,,,,
be330,Sleman,Sumber Kluthuk,5,Wisata Alam,1,-7.6655711,110.3521031,https://www.google.com/maps/search/Sumber%20Kluthuk,,,,,,,,,,,,
44fa0,Kota Yogyakarta,Sumur Gumuling,4.5,Wisata Budaya dan Sejarah,15,-7.8087911,110.3591825,https://www.google.com/maps/search/Sumur%20Gumuling,,,,,,,,,,,,
5cc00,Bantul,Sungai Oya,4.7,Wisata Alam,67,-7.9539315,110.4246111,https://www.google.com/maps/search/Sungai%20Oya,,,,,,,,,,,,
91a30,Bantul,Surocolo Goa Jepang,4.4,Wisata Alam,14,-8.0007176,110.330446,https://www.google.com/maps/search/Surocolo%20Goa%20Jepang,,,,,,,,,,,,
e0f80,Kota Yogyakarta,Taman Air Menari,4.3,Wisata Buatan,245,-7.80094,110.367805,https://www.google.com/maps/search/Taman%20Air%20Menari,,,,,,,,,,,,
89220,Kota Yogyakarta,Taman Batu Watu Amben,4.5,Wisata Alam,1056,-7.8586679,110.4726761,https://www.google.com/maps/search/Taman%20Batu%20Watu%20Amben,,,,,,,,,,,,
45730,Kota Yogyakarta,Taman Bunga Amarilis,4.2,Wisata Alam,1982,-7.8563245,110.4991167,https://www.google.com/maps/search/Taman%20Bunga%20Amarilis,,,,,,,,,,,,
0cbe0,Kota Yogyakarta,Taman Dinosaurus Potorono - Potorono Edu Park ( Desa Wisata Potorono ),4.6,Wisata Buatan,1186,-7.8339014,110.4218579,https://www.google.com/maps/search/Taman%20Dinosaurus%20Potorono%20-%20Potorono%20Edu%20Park%20%28%20Desa%20Wisata%20Potorono%20%29,,,,,,,,,,,,
5960,Bantul,Taman Edukasi dan Outbound Sunan Kalijaga,5,Wisata Buatan,1,-7.8092066,110.4132518,https://www.google.com/maps/search/Taman%20Edukasi%20dan%20Outbound%20Sunan%20Kalijaga,,,,,,,,,,,,
ab7b0,Bantul,TAMAN GROUNDSILL BENDUNG TEGAL,5,Wisata Buatan,10,-7.9341898,110.3653539,https://www.google.com/maps/search/TAMAN%20GROUNDSILL%20BENDUNG%20TEGAL,,,,,,,,,,,,
a7f70,Bantul,Taman Hobbit Mangunan,4.6,Wisata Alam,577,-7.9307287,110.4308477,https://www.google.com/maps/search/Taman%20Hobbit%20Mangunan,,,,,,,,,,,,
12f70,Kota Yogyakarta,Taman Kearifan UGM,4.6,Wisata Buatan,1400,-7.7753299,110.3804534,https://www.google.com/maps/search/Taman%20Kearifan%20UGM,,,,,,,,,,,,
422f0,Gunungkidul,Taman kebumian Goa Ngingrong,4.5,Wisata Alam,72,-8.0278352,110.5905072,https://www.google.com/maps/search/Taman%20kebumian%20Goa%20Ngingrong,,,,,,,,,,,,
f4ff0,Kulon Progo,Taman Kota Wates,4.5,Wisata Buatan,448,-7.8584717,110.1600975,https://www.google.com/maps/search/Taman%20Kota%20Wates,,,,,,,,,,,,
74140,Sleman,Taman Mbah Mitro,4.2,Wisata Alam,5,-7.7358903,110.408859,https://www.google.com/maps/search/Taman%20Mbah%20Mitro,,,,,,,,,,,,
5.91E+02,Kota Yogyakarta,Taman Nggirli,4.3,Wisata Buatan,323,-7.8403441,110.4537568,https://www.google.com/maps/search/Taman%20Nggirli,,,,,,,,,,,,
e1d40,Sleman,Taman Pelangi Jogja,4.3,Wisata Buatan,6092,-7.7505259,110.3687049,https://www.google.com/maps/search/Taman%20Pelangi%20Jogja,,,,,,,,,,,,
6a4f0,Kota Yogyakarta,Taman Pintar Yogyakarta,4.5,Wisata Buatan,7639,-7.799757357,110.3678697,https://www.google.com/maps/search/Taman%20Pintar%20Yogyakarta,,,,,,,,,,,,
10cb0,Bantul,Taman Puspa Gading Tegaldowo Bantul Yogyakarta,4.4,Wisata Alam,2514,-7.8658973,110.3224493,https://www.google.com/maps/search/Taman%20Puspa%20Gading%20Tegaldowo%20Bantul%20Yogyakarta,,,,,,,,,,,,
b2d00,Sleman,Taman Rekrasi Lembah Bedog,4,Wisata Alam,1,-7.6800812,110.3545714,https://www.google.com/maps/search/Taman%20Rekrasi%20Lembah%20Bedog,,,,,,,,,,,,
b2c50,Kota Yogyakarta,Taman Tempuran Cikal,4.4,Wisata Alam,327,-7.840562331,110.4494549,https://www.google.com/maps/search/Taman%20Tempuran%20Cikal,,,,,,,,,,,,
f98a0,Kota Yogyakarta,Taman Tino Sidin,4.7,Wisata Budaya dan Sejarah,283,-7.7995125,110.3449674,https://www.google.com/maps/search/Taman%20Tino%20Sidin,,,,,,,,,,,,
1f170,Kulon Progo,Taman Wana Winulang,4,Wisata Buatan,443,-7.856079,110.166051,https://www.google.com/maps/search/Taman%20Wana%20Winulang,,,,,,,,,,,,
eabe0,Kota Yogyakarta,Taman Wisata Candi Sojiwan,4.5,Wisata Budaya dan Sejarah,236,-7.7604197,110.4955436,https://www.google.com/maps/search/Taman%20Wisata%20Candi%20Sojiwan,,,,,,,,,,,,
12400,Kota Yogyakarta,Taman Wisata Keluarga - Gerbang Banyu Langit,4.4,Wisata Alam,1174,-7.8327028,110.4519669,https://www.google.com/maps/search/Taman%20Wisata%20Keluarga%20-%20Gerbang%20Banyu%20Langit,,,,,,,,,,,,
e5ec0,Sleman,Taman wisata merapi garden Cangkringan,4.5,Wisata Buatan,187,-7.58728,110.442803,https://www.google.com/maps/search/Taman%20wisata%20merapi%20garden%20Cangkringan,,,,,,,,,,,,
fe860,Kota Yogyakarta,"Taman Wisata Pelem Golek, Oude Kalkoven Toren bij Tirtomartani",4.3,Wisata Alam,19,-7.7652814,110.4747289,https://www.google.com/maps/search/Taman%20Wisata%20Pelem%20Golek%2C%20Oude%20Kalkoven%20Toren%20bij%20Tirtomartani,,,,,,,,,,,,
37400,Kota Yogyakarta,Tamansari Keraton,4.6,Wisata Budaya dan Sejarah,42492,-7.8102151,110.358903,https://www.google.com/maps/search/Tamansari%20Keraton,,,,,,,,,,,,
84a50,Gunungkidul,TANDING CAVE BOATING,4.8,Wisata Alam,4,-7.9330793,110.6492481,https://www.google.com/maps/search/TANDING%20CAVE%20BOATING,,,,,,,,,,,,
1-Feb-00,Sleman,Tawangrejo Agro Tourism,4.4,Wisata Alam,34,-7.6354887,110.4032545,https://www.google.com/maps/search/Tawangrejo%20Agro%20Tourism,,,,,,,,,,,,
68a90,Kota Yogyakarta,Tebing Banyunibo,4.5,Wisata Budaya dan Sejarah,912,-7.7816863,110.4918211,https://www.google.com/maps/search/Tebing%20Banyunibo,,,,,,,,,,,,
d0dd0,Sleman,Tebing Breksi,4.4,Wisata Alam,65475,-7.781476547,110.5045757,https://www.google.com/maps/search/Tebing%20Breksi,,,,,,,,,,,,
480c0,Kulon Progo,Tebing Gunung Gajah,4.5,Wisata Alam,814,-7.776247027,110.1061368,https://www.google.com/maps/search/Tebing%20Gunung%20Gajah,,,,,,,,,,,,
8abe0,Gunungkidul,Tebing NGLUNDO,4.3,Wisata Buatan,6,-7.8915419,110.6532988,https://www.google.com/maps/search/Tebing%20NGLUNDO,,,,,,,,,,,,
64b00,Bantul,Tegaldowo Puspa Gading Park,4.4,Wisata Buatan,2514,-7.8656715,110.3228654,https://www.google.com/maps/search/Tegaldowo%20Puspa%20Gading%20Park,,,,,,,,,,,,
cfdc0,Sleman,TEGONG SAMBI MULYO,4.4,Wisata Alam,27,-7.7314302,110.4433284,https://www.google.com/maps/search/TEGONG%20SAMBI%20MULYO,,,,,,,,,,,,
58f60,Sleman,Teras Merapi,4.9,Wisata Alam,2353,-7.5876903,110.4558767,https://www.google.com/maps/search/Teras%20Merapi,,,,,,,,,,,,
2.40E+100,Bantul,Terasiring Sriharjo,4.6,Wisata Alam,456,-7.9448403,110.4180764,https://www.google.com/maps/search/Terasiring%20Sriharjo,,,,,,,,,,,,
ddb10,Sleman,The Lost World Castle,4.3,Wisata Buatan,21983,-7.6041648,110.4510042,https://www.google.com/maps/search/The%20Lost%20World%20Castle,,,,,,,,,,,,
6d540,Sleman,The World Landmarks - Merapi Park Yogyakarta,4.2,Wisata Buatan,18447,-7.6209046,110.4216275,https://www.google.com/maps/search/The%20World%20Landmarks%20-%20Merapi%20Park%20Yogyakarta,,,,,,,,,,,,
58bb0,Bantul,THR Gabusan Square,3.8,Wisata Buatan,31,-7.8773087,110.3520114,https://www.google.com/maps/search/THR%20Gabusan%20Square,,,,,,,,,,,,
dbc70,Kota Yogyakarta,Tirtonirmolo Water Park Galuh,4.2,Wisata Buatan,2581,-7.748672,110.501128,https://www.google.com/maps/search/Tirtonirmolo%20Water%20Park%20Galuh,,,,,,,,,,,,
5.80E+50,Sleman,Tourism Village Bokesan,4.4,Wisata Budaya dan Sejarah,248,-7.706782,110.4742429,https://www.google.com/maps/search/Tourism%20Village%20Bokesan,,,,,,,,,,,,
6c380,Sleman,Tourism Village East Kaliurang,4.4,Wisata Alam,275,-7.5965373,110.4312039,https://www.google.com/maps/search/Tourism%20Village%20East%20Kaliurang,,,,,,,,,,,,
f4b40,Sleman,Tourism Village Mina Padi Cibuk Kidul,4.2,Wisata Alam,175,-7.7555134,110.3099247,https://www.google.com/maps/search/Tourism%20Village%20Mina%20Padi%20Cibuk%20Kidul,,,,,,,,,,,,
58f30,Kota Yogyakarta,Tourism Village Mlangi,4.7,Wisata Budaya dan Sejarah,179,-7.7622125,110.3313254,https://www.google.com/maps/search/Tourism%20Village%20Mlangi,,,,,,,,,,,,
f6390,Kota Yogyakarta,Tourism Village Pandeyan,4.6,Wisata Budaya dan Sejarah,51,-7.814481,110.386165,https://www.google.com/maps/search/Tourism%20Village%20Pandeyan,,,,,,,,,,,,
fef00,Sleman,Tourism Village Srowolan,4.3,Wisata Budaya dan Sejarah,80,-7.6663773,110.3858213,https://www.google.com/maps/search/Tourism%20Village%20Srowolan,,,,,,,,,,,,
c42b0,Kota Yogyakarta,Tugu,4.8,Wisata Budaya dan Sejarah,43780,-7.7828822,110.3670514,https://www.google.com/maps/search/Tugu,,,,,,,,,,,,
0ad80,Bantul,Tugu Mintoragan,4.7,Wisata Budaya dan Sejarah,12,-7.8374755,110.4236451,https://www.google.com/maps/search/Tugu%20Mintoragan,,,,,,,,,,,,
806d0,Sleman,Tuk Si Bedug,4.5,Wisata Alam,121,-7.7343858,110.3004508,https://www.google.com/maps/search/Tuk%20Si%20Bedug,,,,,,,,,,,,
bcf50,Gunungkidul,Tunas Wisata Goa Pindul,4.6,Wisata Alam,486,-7.9290438,110.6538542,https://www.google.com/maps/search/Tunas%20Wisata%20Goa%20Pindul,,,,,,,,,,,,
27df0,Bantul,Turunan Stone Park,4.5,Wisata Alam,83,-7.9730132,110.4351912,https://www.google.com/maps/search/Turunan%20Stone%20Park,,,,,,,,,,,,
8.50E+02,Sleman,Vegetalika Faperta UGM,4.3,Wisata Buatan,3,-7.7678488,110.3818991,https://www.google.com/maps/search/Vegetalika%20Faperta%20UGM,,,,,,,,,,,,
997a0,Kota Yogyakarta,Village Tourism New Nglepen,4,Wisata Buatan ,304,-7.8137377,110.5034501,https://www.google.com/maps/search/Village%20Tourism%20New%20Nglepen,,,,,,,,,,,,
87200,Sleman,WADUK MINI EMBUNG BANJAROYA,4.3,Wisata Buatan,1589,-7.6588048,110.2348574,https://www.google.com/maps/search/WADUK%20MINI%20EMBUNG%20BANJAROYA,,,,,,,,,,,,
ab5a0,Kulon Progo,Wana Tirta Mangrove Forests,4.1,Wisata Alam,1369,-7.8933459,110.0198257,https://www.google.com/maps/search/Wana%20Tirta%20Mangrove%20Forests,,,,,,,,,,,,
658f0,Kota Yogyakarta,Wanadesa - Telagadesa Potorono,4.5,Wisata Alam,182,-7.8314977,110.4205514,https://www.google.com/maps/search/Wanadesa%20-%20Telagadesa%20Potorono,,,,,,,,,,,,
c8c00,Gunungkidul,Wanagama 1000 Selfie (WG1000S),4.5,Wisata Alam,194,-7.8928168,110.5472087,https://www.google.com/maps/search/Wanagama%201000%20Selfie%20%28WG1000S%29,,,,,,,,,,,,
79a30,Kota Yogyakarta,Waterboom Jogja,4.5,Wisata Buatan,2428,-7.7485632,110.4188818,https://www.google.com/maps/search/Waterboom%20Jogja,,,,,,,,,,,,
26470,Bantul,Waterbyur Taman Air,4.2,Wisata Buatan,675,-7.8814715,110.3394116,https://www.google.com/maps/search/Waterbyur%20Taman%20Air,,,,,,,,,,,,
24560,Gunungkidul,Watu Giring,4.2,Wisata Alam,287,-7.9970558,110.6286462,https://www.google.com/maps/search/Watu%20Giring,,,,,,,,,,,,
baeb0,Bantul,Watu Goyang,4.4,Wisata Alam,1604,-7.9274086,110.4120586,https://www.google.com/maps/search/Watu%20Goyang,,,,,,,,,,,,
78fa0,Bantul,Watu Loncat,4.5,Wisata Alam,45,-7.8763184,110.4524533,https://www.google.com/maps/search/Watu%20Loncat,,,,,,,,,,,,
68bc0,Bantul,Watu Masjid,4.3,Wisata Alam,5,-7.9553099,110.4275744,https://www.google.com/maps/search/Watu%20Masjid,,,,,,,,,,,,
ea6f0,Bantul,Watu Ngelak,4,Wisata Alam,225,-7.904576,110.3810468,https://www.google.com/maps/search/Watu%20Ngelak,,,,,,,,,,,,
95b50,Bantul,Wisata Air Srikeminut Sriharjo,4.6,Wisata Alam,330,-7.9453129,110.4175092,https://www.google.com/maps/search/Wisata%20Air%20Srikeminut%20Sriharjo,,,,,,,,,,,,
c8930,Gunungkidul,Wisata Air Terjun Sri Gethuk,4.3,Wisata Buatan,113,-7.9496844,110.4927964,https://www.google.com/maps/search/Wisata%20Air%20Terjun%20Sri%20Gethuk,,,,,,,,,,,,
2a670,Gunungkidul,Wisata Air Wanatirta Kencana,5,Wisata Alam,4,-7.8914433,110.548354,https://www.google.com/maps/search/Wisata%20Air%20Wanatirta%20Kencana,,,,,,,,,,,,
ad910,Sleman,Wisata Alam Ancol,4.2,Wisata Alam,552,-7.6653142,110.266253,https://www.google.com/maps/search/Wisata%20Alam%20Ancol,,,,,,,,,,,,
59c40,Sleman,Wisata alam bmx cub,5,Wisata Alam,2,-7.7370235,110.4453334,https://www.google.com/maps/search/Wisata%20alam%20bmx%20cub,,,,,,,,,,,,
e03f0,Bantul,Wisata Alam Bukit Rembulan,3,Wisata Alam,1,-7.9000972,110.4138879,https://www.google.com/maps/search/Wisata%20Alam%20Bukit%20Rembulan,,,,,,,,,,,,
2f360,Gunungkidul,Wisata Alam Curug Gedhe,4.1,Wisata Alam,329,-7.8243683,110.5365151,https://www.google.com/maps/search/Wisata%20Alam%20Curug%20Gedhe,,,,,,,,,,,,
95120,Gunungkidul,Wisata Alam Jurug Gedhe,4,Wisata Alam,329,-7.8240577,110.5367479,https://www.google.com/maps/search/Wisata%20Alam%20Jurug%20Gedhe,,,,,,,,,,,,
8e4c0,Gunungkidul,Wisata Alam Tri Panjung,4.2,Wisata Alam,26,-7.9390612,110.4874467,https://www.google.com/maps/search/Wisata%20Alam%20Tri%20Panjung,,,,,,,,,,,,
87470,Kota Yogyakarta,Wisata Alam Watu Amben,4.4,Wisata Alam,2645,-7.8576729,110.4727388,https://www.google.com/maps/search/Wisata%20Alam%20Watu%20Amben,,,,,,,,,,,,
38ab0,Bantul,Wisata Alam Watu Lawang,4.2,Wisata Alam,420,-7.9378555,110.4181981,https://www.google.com/maps/search/Wisata%20Alam%20Watu%20Lawang,,,,,,,,,,,,
83330,Bantul,Wisata Batu Titanic,4.7,Wisata Alam,23,-7.9459282,110.4146063,https://www.google.com/maps/search/Wisata%20Batu%20Titanic,,,,,,,,,,,,
66870,Sleman,WISATA DESA WATU LEDHEK,4.3,Wisata Budaya dan Sejarah,128,-7.7162707,110.3898193,https://www.google.com/maps/search/WISATA%20DESA%20WATU%20LEDHEK,,,,,,,,,,,,
047c0,Gunungkidul,WISATA GOA ASRI - SEROPAN,4,Wisata Alam,30,-7.9342964,110.6577083,https://www.google.com/maps/search/WISATA%20GOA%20ASRI%20-%20SEROPAN,,,,,,,,,,,,
09f50,Gunungkidul,Wisata Goa Pari,3.9,Wisata Alam,71,-7.918493,110.6103449,https://www.google.com/maps/search/Wisata%20Goa%20Pari,,,,,,,,,,,,
5aa50,Gunungkidul,Wisata Goa Pindul Djogjatrip,5,Wisata Alam,134,-7.9339195,110.6523292,https://www.google.com/maps/search/Wisata%20Goa%20Pindul%20Djogjatrip,,,,,,,,,,,,
55cd0,Bantul,Wisata Jaga Bendung,5,Wisata Alam,3,-7.9087427,110.3797906,https://www.google.com/maps/search/Wisata%20Jaga%20Bendung,,,,,,,,,,,,
b7761,Sleman,Wisata Jamu Jogja,4.2,Wisata Buatan,101,-7.6282554,110.4262429,https://www.google.com/maps/search/Wisata%20Jamu%20Jogja,,,,,,,,,,,,
8ece0,Sleman,Wisata jeep merapi_01,4.4,Wisata Alam,4057,-7.6467912,110.4268217,https://www.google.com/maps/search/Wisata%20jeep%20merapi_01,,,,,,,,,,,,
67880,Kota Yogyakarta,Wisata Kali Gajah Wong Mrican Giwangan,4.6,Wisata Alam,3021,-7.8311337,110.3941846,https://www.google.com/maps/search/Wisata%20Kali%20Gajah%20Wong%20Mrican%20Giwangan,,,,,,,,,,,,
617f0,Sleman,Wisata Kali Opak 7 Bulan,4.3,Wisata Buatan,468,-7.7256991,110.4838154,https://www.google.com/maps/search/Wisata%20Kali%20Opak%207%20Bulan,,,,,,,,,,,,
3.00E+400,Gunungkidul,Wisata Klayar,4.2,Wisata Buatan,498,-7.893576,110.6573909,https://www.google.com/maps/search/Wisata%20Klayar,,,,,,,,,,,,
7cc90,Sleman,WISATA PADAS GEMPAL SENTONO,4.8,Wisata Alam,12,-7.734795,110.4825973,https://www.google.com/maps/search/WISATA%20PADAS%20GEMPAL%20SENTONO,,,,,,,,,,,,
6b240,Sleman,Wisata Sungai Kuning Jembatan Yapah,4.6,Wisata Alam,30,-7.704878,110.4387566,https://www.google.com/maps/search/Wisata%20Sungai%20Kuning%20Jembatan%20Yapah,,,,,,,,,,,,
58620,Gunungkidul,Wisata Sungai Oyo,4.6,Wisata Alam,257,-7.931078,110.6479172,https://www.google.com/maps/search/Wisata%20Sungai%20Oyo,,,,,,,,,,,,
7f1a0,Gunungkidul,Wisata Watu Gendong,4.7,Wisata Buatan,83,-7.8410315,110.6703515,https://www.google.com/maps/search/Wisata%20Watu%20Gendong,,,,,,,,,,,,
987u0,Sleman,Ullen Sentalu Museum,4.7,Wisata Budaya dan Sejarah,10699,-7.58504,110.4171,https://www.google.com/maps/search/Ullen%20Sentalu%20Museum,,,,,,,,,,,,
46820,Bantul,Jurang Pulosari,4.1,Wisata Alam,162,-7.85858,110.2856,https://www.google.com/maps/search/Jurang%20Pulosari,,,,,,,,,,,,
b1b20,Bantul, GOA KLEGO,3.5,Wisata Alam,2,-7.990541,110.396891,https://www.google.com/maps/search/%20GOA%20KLEGO,,,,,,,,,,,,
92fa0,Bantul,Air Terjun Banyu Nibo,4.3,Wisata Alam,205,-7.9033828,110.4572075,https://www.google.com/maps/search/Air%20Terjun%20Banyu%20Nibo,,,,,,,,,,,,
dbdb0,Sleman,BADAN USAHA MILIK DESA TRIDADI MAKMUR,4.4,Wisata Buatan,8900,-7.7194552,110.3493901,https://www.google.com/maps/search/BADAN%20USAHA%20MILIK%20DESA%20TRIDADI%20MAKMUR,,,,,,,,,,,,
7600,Kota Yogyakarta,Bangsal Pengapit Pasewakan,1,Wisata Budaya dan Sejarah,212,-7.8076645,110.3651385,https://www.google.com/maps/search/Bangsal%20Pengapit%20Pasewakan,,,,,,,,,,,,
d4900,Bantul,Bendungan Kamijoro,4.3,Wisata Buatan,165,-7.8787758,110.2662888,https://www.google.com/maps/search/Bendungan%20Kamijoro,,,,,,,,,,,,
54430,Gunungkidul,Bukit Goa Grengseng,4.4,Wisata Alam,259,-8.086747,110.580979,https://www.google.com/maps/search/Bukit%20Goa%20Grengseng,,,,,,,,,,,,
64f60,Gunungkidul,Bukit Gunung Kidul Pantai Indrayanti,4.7,Wisata Alam,106,-8.1501214,110.6121077,https://www.google.com/maps/search/Bukit%20Gunung%20Kidul%20Pantai%20Indrayanti,,,,,,,,,,,,
49c70,Kota Yogyakarta,Bukit Tompak,4.5,Wisata Alam,126,-7.844259,110.4557031,https://www.google.com/maps/search/Bukit%20Tompak,,,,,,,,,,,,
14520,Sleman,Camping ground lor sambi,5,Wisata Alam,3,-7.6429172,110.4277772,https://www.google.com/maps/search/Camping%20ground%20lor%20sambi,,,,,,,,,,,,
e0da0,Sleman,Candi Borobudur,4.7,Wisata Budaya dan Sejarah,667,-7.6078738,110.2037513,https://www.google.com/maps/search/Candi%20Borobudur,,,,,,,,,,,,
53c30,Sleman,Candi Indah,4.2,Wisata Budaya dan Sejarah,3000,-7.7447651,110.4171248,https://www.google.com/maps/search/Candi%20Indah,,,,,,,,,,,,
40c40,Sleman,Candi Pembakaran,5,Wisata Budaya dan Sejarah,3800,-7.7690965,110.4885363,https://www.google.com/maps/search/Candi%20Pembakaran,,,,,,,,,,,,
